26.15,5.98,-57.35
23.43,5.43,-61.55
19.97,6.20,-67.21
17.10,6.56,-68.92
15.42,6.67,-70.00
14.49,6.74,-70.28
13.11,8.11,-72.45
11.08,9.31,-74.19
8.23,10.08,-76.48
5.16,9.03,-76.67
2.09,9.46,-77.06
0.01,9.40,-76.07
-0.34,7.81,-76.49
-0.26,7.31,-76.50
0.68,7.18,-75.18
4.52,6.73,-75.04
6.74,5.03,-72.79
9.62,5.38,-72.83
12.73,4.52,-71.34
14.84,4.91,-69.48
17.47,3.55,-66.19
19.17,3.16,-63.71
20.19,2.31,-58.79
20.73,0.63,-55.99
19.56,-0.74,-53.10
16.35,-3.17,-51.10
13.27,-4.42,-48.28
11.62,-5.25,-47.19
8.69,-6.62,-47.17
7.18,-8.01,-47.95
4.82,-8.23,-47.46
1.37,-9.24,-48.52
-0.93,-10.18,-48.33
-5.44,-11.11,-49.79
-10.60,-12.92,-52.47
-17.07,-17.50,-62.90
-28.67,-38.34,-85.27
-37.72,-113.89,-95.74
-33.94,-270.65,-20.26
26.70,-400.00,196.45
164.39,-400.00,399.99
222.40,-259.18,399.99
227.33,-90.21,399.99
153.38,-159.62,399.99
90.22,-248.73,399.99
-203.42,-395.00,-61.05
-400.00,-400.00,-173.07
-79.08,399.99,-400.00
399.99,399.99,399.99
399.99,-116.03,399.99
44.52,-400.00,399.99
37.57,-400.00,399.99
-25.39,-345.51,0.05
-8.98,-129.26,-76.44
5.46,-40.80,-75.79
3.27,-11.27,-59.13
8.06,-7.82,-51.28
12.88,-5.18,-48.88
16.56,-2.21,-46.36
21.59,2.84,-46.77
25.76,9.05,-44.01
26.94,15.37,-43.43
27.75,21.23,-43.31
27.26,27.37,-44.80
25.72,32.48,-46.70
23.54,36.82,-47.30
21.19,39.82,-48.39
19.10,41.93,-49.95
15.82,45.20,-49.17
12.74,47.23,-49.38
10.23,49.08,-50.70
7.60,49.65,-51.25
6.71,50.26,-52.31
6.12,50.71,-52.92
6.57,50.73,-52.98
6.25,51.05,-53.70
9.41,49.84,-51.56
13.13,47.63,-50.37
17.94,44.54,-49.96
21.78,39.78,-48.40
25.60,33.56,-47.67
28.04,26.75,-48.06
28.92,22.19,-48.66
28.88,18.04,-49.02
28.88,13.11,-48.36
27.17,7.53,-49.10
26.16,5.98,-48.56
26.46,4.87,-47.11
26.32,3.92,-47.78
25.68,3.87,-46.47
25.16,3.44,-44.81
24.99,3.85,-42.11
24.90,4.85,-39.65
23.33,4.74,-35.33
21.73,4.35,-33.57
19.32,3.87,-30.57
17.21,2.95,-29.17
14.56,3.14,-27.04
10.77,2.26,-25.38
7.30,1.97,-22.74
4.83,0.10,-22.79
2.91,-0.62,-21.96
0.99,-3.11,-22.08
-0.05,-5.27,-22.49
-0.96,-6.91,-24.00
0.33,-6.25,-22.97
2.25,-4.91,-24.69
4.47,-3.00,-23.50
7.29,-0.74,-25.15
10.22,-0.18,-25.72
13.44,1.11,-27.54
16.83,2.77,-29.82
20.46,4.33,-32.60
23.25,6.29,-36.65
26.15,6.54,-41.21
26.16,7.68,-45.69
26.34,7.52,-49.66
25.31,6.32,-54.42
23.88,6.84,-59.07
21.34,6.26,-61.30
19.35,6.48,-63.92
16.11,6.81,-67.79
13.10,7.67,-69.47
9.44,8.68,-72.38
7.28,9.57,-72.90
5.49,10.13,-73.54
3.04,10.82,-75.34
0.39,11.33,-75.13
0.04,11.16,-76.48
0.17,11.18,-75.78
0.74,11.12,-74.29
2.34,9.53,-75.59
4.79,7.57,-73.19
7.13,7.09,-73.17
9.79,6.54,-70.04
12.37,6.57,-68.80
15.10,6.03,-66.35
18.42,5.81,-62.95
21.20,5.55,-58.64
21.29,5.37,-56.90
22.17,5.25,-56.46
21.46,6.10,-54.38
22.27,5.82,-53.55
22.46,5.53,-51.72
22.17,4.86,-50.82
22.18,4.76,-51.07
22.38,4.15,-49.16
21.94,3.67,-47.13
22.35,4.93,-45.15
25.04,8.13,-46.86
25.99,11.54,-46.42
27.09,15.14,-44.67
27.69,19.40,-45.31
27.51,24.33,-44.47
26.38,28.94,-42.03
24.40,33.48,-44.35
22.35,37.37,-45.56
19.43,41.04,-47.09
16.75,44.46,-48.85
13.76,45.72,-47.89
10.40,48.03,-48.69
8.01,48.32,-49.71
6.80,48.95,-50.09
5.25,49.87,-50.01
6.62,49.04,-49.96
6.69,48.69,-50.22
10.80,48.44,-48.18
14.48,45.68,-47.92
18.13,42.25,-48.54
22.40,37.59,-47.31
25.29,31.68,-45.07
27.92,25.44,-45.70
27.95,20.26,-44.30
28.15,14.48,-46.50
26.76,9.11,-45.41
24.15,3.45,-44.60
21.36,-0.62,-44.98
18.09,-4.19,-45.91
13.88,-7.46,-45.65
9.01,-10.24,-47.17
3.00,-11.10,-46.73
-1.14,-12.54,-46.85
-6.99,-12.28,-48.33
-11.11,-10.58,-46.22
-15.56,-9.72,-45.07
-18.55,-8.63,-44.53
-18.47,-8.58,-45.10
-20.50,-7.98,-43.86
-19.47,-8.78,-45.03
-17.05,-9.18,-44.14
-14.25,-10.35,-45.83
-10.36,-11.49,-46.03
-6.27,-12.07,-46.39
-0.93,-11.45,-47.53
5.42,-10.78,-46.70
9.89,-9.00,-47.12
15.15,-6.04,-48.19
19.95,-2.27,-47.08
22.44,1.99,-48.35
25.15,6.59,-48.41
26.51,9.67,-49.12
26.43,11.13,-48.83
26.25,11.63,-47.88
26.27,11.15,-49.32
25.67,11.16,-48.78
26.35,10.53,-47.63
26.11,10.68,-46.81
26.12,9.96,-46.19
25.21,9.39,-44.49
24.93,9.03,-42.46
23.77,7.64,-41.02
23.45,7.13,-40.06
22.23,6.19,-39.65
21.34,3.83,-37.84
21.79,-0.81,-36.28
28.43,-13.88,-40.69
68.29,-57.47,-19.42
160.50,-164.17,283.39
-171.56,110.75,399.99
-400.00,-37.61,-400.00
-54.79,-40.61,-117.02
-36.28,-15.58,-40.32
-14.79,-9.42,-22.36
-2.11,-7.82,-24.41
2.81,-5.32,-25.81
4.49,-3.48,-28.72
3.27,-2.67,-30.27
3.53,-1.34,-29.68
4.61,-0.67,-27.80
7.67,0.95,-28.22
10.80,3.25,-27.99
13.60,5.14,-27.05
16.69,6.02,-29.06
19.63,7.13,-31.36
23.65,8.84,-33.73
24.77,9.66,-37.04
26.68,9.46,-40.64
27.37,9.50,-44.91
27.94,11.93,-47.96
27.54,13.10,-53.54
26.17,12.18,-57.31
23.36,11.67,-62.13
21.01,11.56,-65.94
16.71,9.96,-68.85
10.47,9.73,-72.47
6.51,10.00,-75.51
3.17,9.19,-75.60
1.75,10.27,-75.43
-0.01,10.49,-75.61
-2.69,11.07,-77.37
-4.08,12.40,-77.03
-4.04,13.10,-76.83
-0.85,11.34,-76.10
2.04,9.69,-75.15
5.22,7.76,-74.41
7.14,7.50,-72.92
9.53,6.40,-70.68
12.26,6.47,-69.09
14.33,4.70,-65.30
16.58,3.72,-62.62
16.85,1.09,-58.11
17.54,-0.65,-53.43
16.52,-2.43,-50.60
14.33,-4.25,-47.11
14.10,-5.19,-45.43
12.92,-5.02,-45.72
12.94,-5.47,-45.06
15.12,-3.91,-45.12
17.41,-2.93,-46.40
19.48,-0.34,-45.97
22.01,2.99,-45.78
24.23,5.37,-46.07
25.89,9.12,-44.58
26.73,12.77,-44.71
27.45,16.81,-46.36
28.08,21.24,-47.03
27.48,26.76,-46.96
26.71,29.13,-48.65
25.59,31.69,-48.22
23.89,34.63,-48.91
22.64,36.46,-48.90
20.75,39.50,-50.16
18.10,42.21,-52.39
16.26,44.53,-50.87
11.02,47.64,-51.05
9.17,49.00,-51.89
8.91,48.49,-51.84
7.97,48.27,-51.95
10.64,46.80,-52.19
15.10,44.47,-51.07
20.07,38.88,-50.96
24.44,31.81,-50.48
26.98,25.55,-48.78
27.75,17.92,-48.49
27.11,11.39,-48.55
24.60,6.25,-46.68
21.57,1.70,-46.98
17.38,-3.96,-46.13
12.74,-6.64,-45.92
8.02,-9.22,-46.08
4.53,-10.22,-46.44
0.77,-11.12,-44.54
-2.29,-11.76,-43.82
-5.66,-11.45,-43.19
-8.37,-11.01,-42.99
-13.21,-10.60,-42.85
-16.56,-9.05,-42.20
-18.75,-8.83,-41.71
-17.94,-8.72,-42.44
-17.69,-8.48,-41.74
-12.83,-10.33,-42.50
-6.47,-11.79,-43.91
-2.42,-11.67,-43.52
4.48,-10.63,-45.68
12.10,-8.96,-46.07
17.07,-5.88,-45.96
21.25,-1.60,-45.02
22.12,0.32,-45.98
25.09,3.87,-45.68
26.34,6.34,-46.04
26.62,7.84,-44.63
26.81,9.36,-45.46
25.95,8.95,-44.80
26.38,8.54,-44.73
25.27,8.17,-43.09
24.69,7.62,-42.15
23.95,7.04,-38.50
21.90,6.13,-36.93
21.06,6.57,-35.27
19.51,5.57,-32.98
18.04,4.81,-31.45
15.97,4.60,-31.45
14.32,5.15,-28.63
11.00,3.17,-29.41
8.42,1.48,-29.60
6.27,1.50,-28.96
5.30,-1.03,-30.20
2.93,-3.43,-31.18
2.66,-6.62,-33.41
0.26,-8.22,-32.39
0.01,-8.59,-32.06
-1.33,-7.03,-30.53
0.38,-5.75,-29.24
2.06,-2.54,-28.03
6.46,0.99,-27.81
11.13,2.84,-27.81
15.38,4.79,-29.85
19.75,6.69,-32.52
22.75,7.36,-35.52
25.00,8.81,-39.82
26.48,10.08,-43.80
27.93,11.56,-48.08
26.04,13.00,-55.10
26.26,14.94,-59.70
24.79,16.50,-62.46
21.79,18.14,-66.63
19.13,17.20,-69.07
14.36,16.78,-72.45
10.91,16.43,-74.21
10.51,16.26,-75.16
9.02,17.96,-75.95
6.14,18.44,-76.89
5.54,18.02,-76.64
4.80,17.04,-75.73
4.98,16.15,-76.22
6.84,15.25,-75.32
10.16,12.84,-73.16
11.91,11.30,-72.72
15.76,9.67,-67.64
19.87,7.13,-63.20
20.86,4.77,-57.57
22.20,4.06,-56.77
22.83,3.55,-54.04
23.30,4.10,-53.93
23.79,4.14,-51.72
22.40,2.91,-49.35
20.65,0.73,-45.78
20.53,0.49,-44.64
19.89,-0.51,-45.70
19.34,-1.00,-45.34
19.27,-0.89,-45.47
19.47,-0.46,-46.01
20.64,0.48,-45.89
21.57,1.95,-46.09
23.02,4.50,-46.03
25.99,9.75,-46.55
27.01,12.79,-47.50
27.44,18.46,-46.23
28.42,22.83,-47.18
27.12,27.15,-47.05
26.09,33.37,-48.00
23.47,37.83,-49.06
21.39,41.71,-48.24
17.96,44.46,-50.46
15.82,46.34,-49.38
13.31,48.10,-49.63
11.24,49.44,-49.48
8.74,50.27,-49.57
8.74,51.00,-50.84
9.23,50.40,-48.97
11.06,49.87,-48.54
14.05,46.74,-49.32
18.59,43.40,-48.00
21.74,39.29,-46.26
25.52,34.02,-47.06
27.21,28.96,-46.29
28.49,22.60,-47.44
27.93,17.24,-47.62
28.12,12.01,-48.49
26.34,7.35,-48.43
23.45,2.05,-49.37
19.63,-2.55,-48.45
15.39,-6.35,-48.49
9.20,-9.20,-49.50
3.36,-11.00,-48.54
-3.05,-11.62,-49.26
-9.11,-11.41,-49.08
-13.77,-10.90,-46.89
-16.32,-10.18,-45.34
-16.75,-9.73,-44.91
-18.07,-9.44,-43.86
-17.27,-10.23,-44.41
-15.20,-10.78,-43.54
-11.30,-11.40,-43.40
-7.07,-11.73,-43.33
-2.16,-11.56,-44.63
1.46,-11.39,-43.49
5.96,-10.17,-44.01
9.94,-8.68,-43.31
14.20,-6.12,-42.49
17.02,-3.80,-41.61
20.07,-1.57,-42.74
21.86,1.67,-44.14
24.67,5.15,-44.12
26.21,8.39,-44.86
27.71,11.62,-45.95
27.34,13.85,-47.12
27.67,16.03,-45.92
27.42,16.27,-48.32
27.76,16.33,-47.29
27.76,16.44,-48.00
27.58,15.87,-48.05
27.65,15.64,-48.39
27.49,14.28,-46.24
26.57,13.43,-44.90
25.84,11.21,-41.97
23.38,8.18,-40.12
21.50,6.10,-38.15
19.25,4.39,-36.69
16.98,3.16,-34.77
14.79,2.31,-33.47
11.58,0.22,-31.64
8.11,-2.14,-31.63
5.58,-4.42,-29.87
3.16,-5.91,-28.53
1.05,-6.91,-26.87
0.51,-6.19,-23.63
0.51,-5.19,-21.52
-0.17,-3.85,-20.15
0.11,-3.99,-20.68
2.08,-1.54,-20.74
4.90,1.81,-19.25
9.19,4.76,-22.11
13.64,7.67,-24.08
18.69,8.80,-27.10
21.53,10.50,-30.22
23.95,11.35,-33.76
26.54,12.71,-35.95
28.76,13.62,-42.77
28.19,13.98,-49.04
28.53,13.72,-54.06
24.95,13.94,-58.78
23.58,13.16,-63.54
19.69,13.15,-67.87
15.72,13.43,-70.72
11.44,13.89,-72.99
7.46,14.44,-74.73
4.50,15.65,-75.71
1.98,16.67,-77.06
-1.34,15.53,-77.21
-2.69,14.72,-77.28
-1.10,14.23,-77.28
-0.40,13.62,-76.77
2.42,11.76,-75.61
6.93,9.48,-73.96
10.10,7.98,-71.01
11.00,6.74,-71.04
13.81,5.42,-66.71
17.60,3.96,-62.33
20.47,3.05,-58.20
21.40,3.32,-53.22
22.22,3.17,-49.93
22.71,3.09,-46.51
22.63,2.97,-46.02
22.58,3.20,-44.57
22.01,2.76,-44.37
21.86,2.54,-44.12
22.11,2.80,-43.73
21.13,1.54,-43.87
22.52,3.02,-44.06
23.67,4.53,-43.42
25.48,6.97,-43.07
25.71,8.04,-44.08
27.16,10.75,-43.29
28.48,14.75,-44.68
28.91,19.80,-44.93
28.74,25.95,-46.48
26.54,33.00,-47.61
24.71,37.94,-48.80
20.95,42.88,-48.69
18.59,44.93,-48.00
15.49,47.19,-47.57
14.14,48.57,-49.26
11.02,49.46,-48.93
9.34,50.81,-49.82
7.84,50.89,-49.71
9.35,50.18,-50.34
11.02,48.99,-50.52
14.89,46.97,-48.80
20.06,40.93,-48.19
23.43,36.57,-48.63
26.21,29.98,-47.60
28.63,22.64,-47.31
27.55,13.75,-45.72
25.20,6.26,-43.59
22.57,1.25,-42.53
18.70,-3.98,-43.13
14.93,-6.97,-42.65
8.11,-10.58,-42.59
4.14,-13.42,-42.99
-1.88,-17.18,-39.22
-9.05,-27.76,-29.90
-9.45,-56.97,12.35
7.52,-122.20,196.68
-92.24,17.38,399.99
-400.00,44.25,-400.00
-70.52,-30.76,-87.43
-47.52,-2.73,-42.05
-33.46,-3.37,-36.00
-26.20,-6.42,-34.84
-21.36,-9.44,-36.51
-16.71,-10.99,-38.75
-8.79,-13.04,-38.48
-3.85,-13.29,-41.52
1.82,-12.17,-41.46
6.53,-11.13,-43.92
11.19,-9.66,-42.29
13.93,-7.68,-45.18
18.90,-4.76,-44.57
20.89,-1.53,-44.52
22.74,0.17,-43.01
24.39,3.36,-42.00
24.71,4.93,-41.80
26.15,6.76,-42.55
26.98,8.24,-43.71
27.94,9.34,-44.65
27.09,9.83,-45.03
27.31,9.88,-44.53
27.05,8.78,-44.37
26.56,9.00,-41.36
25.90,8.33,-39.23
25.84,9.56,-36.49
24.40,9.85,-34.42
22.20,8.53,-30.93
18.63,7.56,-27.75
15.73,5.55,-26.76
11.43,3.89,-26.39
8.90,2.42,-25.35
5.04,-0.35,-25.77
3.08,-0.55,-23.08
0.92,-3.16,-23.32
-0.98,-5.75,-25.18
-1.77,-6.63,-24.11
-1.92,-5.38,-23.61
